-0.33,0.0,-0.27,-0.6,-0.33,0.0,-1.0,0.0,-0.067,-0.067,-0.27,0.0,0.0,-0.067,-0.067,-0.067,0.0,0.0,0.0,0.0,-0.067,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.067,0.0,0.0,0.0,0.0,0.067,0.067,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.2,0.0,0.0,0.0,0.067,0.0,0.0,0.27,0.0,0.6,0.067,0.067,0.27,0.067,0.33,0.0,0.0,0.0,0.0,0.33,1.0,0.0 0.2686 d2d8
-0.33,-0.2,-0.27,-0.6,0.0,-0.33,-1.0,0.0,-0.067,-0.067,-0.067,0.0,0.0,-0.067,-0.27,-0.067,0.0,0.0,0.0,-0.067,0.0,-0.2,-0.067,0.0,0.0,0.0,0.0,0.0,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.2,0.0,0.067,0.067,0.067,0.067,0.0,0.0,0.067,0.067,0.0,0.33,0.0,0.0,0.6,1.0,0.27,0.0,0.33 0.0733 d4e5
-0.33,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,-0.067,0.2,0.0,-1.0,0.0,0.0,-0.067,-0.067,0.0,0.0,-0.067,0.0,-0.6,-0.067,0.0,0.0,0.0,0.0,0.6,-0.2,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.0,0.0,0.0,0.067,0.067,0.067,0.33,0.0,0.0,0.0,0.33,0.0,1.0,0.0 -0.3543 f6e5
-0.33,-0.2,-0.27,-0.6,-1.0,-0.27,-0.2,-0.33,-0.067,-0.067,-0.067,0.0,-0.067,-0.067,-0.067,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.067,0.0,0.0,0.067,0.067,0.067,0.33,0.2,0.27,0.6,1.0,0.27,0.2,0.33 -0.0486 b1c3
-0.33,0.0,-0.27,-0.6,-1.0,0.0,0.0,-0.33,0.0,-0.067,-0.067,0.0,0.0,-0.067,-0.067,-0.067,-0.067,0.0,-0.2,0.27,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.067,0.067,0.0,0.067,0.067,0.067,0.067,0.33,0.0,0.0,0.0,1.0,0.27,0.2,0.33 0.0257 c7d6
0.0,-0.33,0.0,0.0,0.0,-0.33,-1.0,0.0,-0.067,0.0,0.0,0.0,0.0,-0.067,-0.27,-0.067,0.0,0.0,0.0,-0.067,0.0,0.0,-0.067,0.0,0.0,0.0,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,-0.067,0.0,0.067,0.0,0.0,0.067,0.0,-0.6,0.067,0.0,0.0,0.0,0.067,0.0,0.2,0.0,0.0,0.0,0.6,0.067,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0 -0.6867 f2e2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.067,-1.0,0.0,0.0,0.0,0.0,0.6,-0.067,-0.27,-0.067,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.067,0.0,0.067,0.0,0.0,0.0,0.067,0.067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0 0.5286 f1g1
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.067,0.0,-0.067,0.0,0.0,0.0,0.0,-0.067,0.0,-0.067,0.27,0.0,0.0,-0.067,0.0,0.0,0.067,0.0,0.0,0.0,-0.067,0.0,-0.27,0.33,0.0,0.067,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.067,0.0,0.0,0.067,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,-0.33 -0.2019 e4d4
0.0,0.0,0.0,-0.33,-1.0,0.0,0.0,-0.33,-0.067,0.0,0.0,0.0,0.0,0.0,-0.067,-0.067,0.0,0.0,0.33,0.0,0.0,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.067,0.0,0.067,0.0,0.0,0.067,0.0,0.0,0.067,-0.27,0.0,0.067,0.067,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.0 0.4848 h7h5
-0.33,0.0,0.0,0.0,0.0,-0.33,-1.0,0.0,-0.27,-0.067,0.0,0.0,0.0,-0.067,-0.067,-0.067,-0.067,0.0,-0.067,0.0,0.0,0.0,-0.2,0.0,0.067,0.0,0.0,-0.067,0.0,0.0,0.0,0.2,0.0,0.067,0.0,0.067,0.0,0.0,0.0,-0.6,0.0,0.6,0.0,0.0,0.27,0.067,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.0,0.0,0.0,0.33,0.0,0.0,0.33,1.0,0.0 -0.14 h5g3
-0.27,0.0,-0.33,0.0,0.0,-0.33,-1.0,0.0,0.0,0.0,0.0,0.0,-0.27,-0.067,-0.067,0.0,-0.067,0.0,-0.067,0.0,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,-0.067,0.0,0.067,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.067,0.33,0.067,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.0 -0.5895 f3f4
-0.33,0.0,-0.27,-0.6,-1.0,0.0,0.0,-0.33,-0.067,-0.067,0.0,0.0,-0.27,-0.067,0.0,-0.067,0.0,0.0,0.0,-0.067,0.0,0.0,-0.067,0.0,0.0,0.0,-0.2,0.0,-0.067,0.0,0.0,0.0,0.0,0.067,0.27,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.067,0.067,0.0,0.067,0.067,0.067,0.33,0.2,0.27,0.0,1.0,0.0,0.2,0.33 0.4629 c5a4
-0.33,0.0,0.0,-0.6,0.0,-0.33,-1.0,0.0,-0.067,0.0,0.0,-0.067,-0.27,0.0,-0.067,-0.067,0.0,0.0,0.0,0.0,-0.067,-0.067,0.0,0.0,0.0,0.0,-0.067,0.0,0.067,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.27,0.0,0.067,0.0,0.0,0.2,0.0,0.0,-0.27,0.0,0.0,0.067,0.067,0.067,0.0,0.0,0.067,0.067,0.0,0.33,0.0,0.6,0.0,1.0,0.0,0.0,0.33 -0.3162 g2f3
0.0,-0.33,0.0,0.0,-1.0,-0.27,-0.2,-0.33,0.0,0.0,-0.6,0.0,0.0,-0.067,0.0,0.0,-0.067,0.0,-0.27,0.0,-0.067,0.0,-0.067,-0.067,0.067,0.0,-0.067,0.0,0.067,0.0,0.0,0.0,0.2,-0.067,0.0,-0.067,0.0,0.067,0.0,0.0,0.0,0.067,0.0,0.067,0.0,0.2,0.0,0.0,0.0,0.0,0.067,0.27,0.0,0.0,0.067,0.067,0.33,0.0,0.0,0.6,0.0,0.33,1.0,0.0 0.0505 f8e7
-0.33,0.0,-0.27,0.0,-1.0,0.0,0.0,-0.33,-0.067,-0.067,0.0,-0.2,0.0,-0.067,-0.067,0.0,0.0,0.0,-0.067,0.0,-0.067,0.0,-0.6,-0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.0,0.0,0.0,0.0,0.067,0.0,0.067,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.067,0.0,0.067,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.33 -0.4829 h2h4
